autor,link,descricao,enviado,estrelas
"Elias Leon Medeiros Do Vale","https://github.com/evale04/Argyros_Imersao_Alura-Google/tree/main","Descubra o Argyros: Seu Amigo Consultor na B3! O Argyros é mais do que apenas um consultor para iniciantes - ele também é o parceiro ideal para investidores experientes em busca de discussões aprofundadas sobre ativos e estratégias de investimento. Se você já investe e deseja explorar análises detalhadas de ativos, como índices de Graham, Basin, Gordon e muito mais, o Argyros está pronto para essa conversa. Imagine ter um companheiro que compartilha seu entusiasmo pelo mercado de ações e está sempre pronto para mergulhar em análises detalhadas. Com o Argyros ao seu lado, você pode esperar discussões perspicazes e análises abrangentes sobre uma variedade de indicadores e teorias de investimento. Seja para discutir a avaliação de um ativo específico ou explorar estratégias de investimento avançadas, o Argyros está aqui para oferecer uma perspectiva única e valiosa. Com ele, você pode ter conversas significativas e construtivas que o ajudarão a aprimorar suas habilidades de investimento e maximizar seus","Sun, 12 May 2024 12:27:00 GMT","3"
"Ariana Carvalho","https://github.com/arianaacarvalh0/alura-imersao-ia-avaliacao/tree/main","Gerador de Roadmap para estudos","Sun, 12 May 2024 12:28:00 GMT","4"
"Tiago Pessoa de Oliveira","https://github.com/tiagop-oliveira/rep_Aula4_Alura_Google","Simplifica Governo: Acessando Editais e Programas Sociais com Inteligência Artificial. Este sistema tem como objetivo facilitar a consulta e obtenção de dados de editais de concurso público e programas sociais do governo.","Sun, 12 May 2024 12:30:00 GMT","1"
"Pablo Leal","https://github.com/pabloviniciustbbt/CineAI_Alura_Google","CineAI é um projeto que usa a inteligência artificial do Google Gemini para recomendar filmes personalizados. Ao informar um filme de sua preferência, o CineAI analisa sua estética e tema para sugerir outros filmes que você provavelmente irá gostar, simplificando a descoberta de novas experiências cinematográficas com base no que você já gosta!","Sun, 12 May 2024 12:31:00 GMT","4"
"Marlon Finholdt Valim Gomes","https://github.com/marlonfinholdt/IMERSAOIA_ALURA_GOOGLE_VISAO","Projeto Imersao IA Alura + Google - Olhos da inclusão. Um projeto para dar acessibilidade e autonomia para pessoas com deficiencia visual.","Sun, 12 May 2024 12:31:00 GMT","2"
"Tiago Sievers Sperandio","https://github.com/TiagoSievers/projeto_alura_gemini","Usando a IA do Gemini, gere uma descrição de produto utilizando apenas uma imagem do item. Com isso se ganha tempo e praticidade na hora de anunciar.","Sun, 12 May 2024 12:31:00 GMT","1"
"Gabriel Souza Molinari","https://github.com/gabsm-wxp/analise-de-curriculos-gemini","O projeto faz o uso do Gemini para a análise de currículos. A ideia é mostrar a flexibilidade que a IA possui para cumprir diversas funções e seu potencial em tornar tarefas mais práticas.","Sun, 12 May 2024 12:32:00 GMT","1"
"Jônatas Santiago da Silva","https://github.com/jonatas-santiago/Chat-YOUIA","Acho que não vou ganhar não tenho tanta criatividade e so fiz aula 4 a aula 5 assistir toda e não deu tempo por que estudei a semana toda e hoje fiz tudo.","Sun, 12 May 2024 12:32:00 GMT","2"
"Daniel Monteiro da Silva Torquato","https://github.com/danieltorquato/satisfaction-IA","Ele foi feito para gerar mensagens de acolhimento e reter clientes insatisfeitos com os serviços, analisando o grau de insatisfação desse cliente, mantendo a melhor linguagem, forma e técnica para isso. Você também aprende pois ele te mostra como foi feita a análise dessa mensagem e o porquê dele estar utilizando cada frase.","Sun, 12 May 2024 12:33:00 GMT","2"
"Jairo neder monassa moreira","https://github.com/desenvolvedorjairomonassa/alura-gimini.git","No mercado de trabalho complexo do Brasil, as leis trabalhistas podem ser um verdadeiro enigma, gerando insegurança e frustração para quem não possui conhecimento jurídico. Mas não se preocupe! A Justina, sua agente virtual especialista em direitos trabalhistas, está aqui para te ajudar! Baixe o app Justiça na Palma da Mão agora mesmo e simplifique sua vida no trabalho!","Sun, 12 May 2024 12:34:00 GMT","2"
"Renato Piza","https://github.com/rpiza05/imersao-forca","jogo da forca com palavra sugerida pela IA do gemini","Sun, 12 May 2024 12:34:00 GMT","3"
"Caio Matheus Leite da Silva","https://github.com/caiomtls/composition_analysis_by_gemini","Curti química e IA? Quer analisar a composição química de novos planetas? Ou ainda que ensinar/aprender química de forma lúdica? Então esse projeto é para você. Se trata de um detector de elementos químicos em imagens. Basta rodar e enviar uma imagem que ele dirá qual o elemento químico mais presente!","Sun, 12 May 2024 12:34:00 GMT","4"
"Rafael Assis","https://github.com/Rafa-el-Assis/Imersao_IA_Alura","Um consultor de IA para ajudar líderes ou gestores a tomarem decisões nas empresas sobre seus funcionários.","Sun, 12 May 2024 12:34:00 GMT","2"
"Rodrigo Rodrigues de Jesus","https://github.com/digodox/Imersao_Alura_Google_AI","Assistente de Operação e Manutenção - correlaciona diferentes informações sobre instalações industriais considerando suas documentações de projeto, racionalização de alarmes, atuação de alarmes em tempo real e análise de variáveis de processo em tempo real.","Sun, 12 May 2024 12:36:00 GMT","1"
"Ronivon Pinheiro","https://github.com/RonivonMatos/desafio-alura","Este projeto é um assistente na leitura de release de resultados de empresas de capital aberto","Sun, 12 May 2024 12:37:00 GMT","2"
"Fernanda Antonini","https://github.com/Fernanda0124/Imersao_IA_Alura/blob/main/Livros.ipynb","Chatbot que indica livros de sua preferencia","Sun, 12 May 2024 12:37:00 GMT","2"
"Robson Luiz da Maia","https://github.com/roblmaia/Chat_TopPortaria.git","Extrai informações do manual do produto em PDF para responder perguntas sobre o manual.","Sun, 12 May 2024 12:37:00 GMT","2"
"Daniel Sperling","https://github.com/Sperlingdan/Pesquisa-de-Satisfacao-Neuroeducando/tree/main","Transição da pesquisa de satisfação da Neuroeducando para o formato de chatbot","Sun, 12 May 2024 12:38:00 GMT","2"
"Frederico de Souza Ramos","https://github.com/FredericoSRamos/Projeto-IA-Alura-Google","O projeto coleta links de vários vídeos do Youtube, baixa e extrai informações como título e transcrição do vídeo. Com base na transcrição, o Google Gemini é utilizado para fazer uma interpretação e criar uma embed para cada vídeo. Os dados são armazenados em um DataFrame, então o usuário pode realizar consultas e o programa será capaz de analisar qual vídeo tem maior semelhança semântica (e provavelmente tem o conteúdo que se procura) e retornar suas informações.","Sun, 12 May 2024 12:38:00 GMT","2"
"Evandro Correia","https://github.com/Evandro15/Alura_Kid_4_kids","Este projeto tem como objetivo incentivar a contação de histórias para crianças, permitindo que elas gravem vídeos de suas próprias histórias, que serão aprimoradas e publicadas. Além disso, o projeto inclui a recomendação de livros e a comparação entre a história autoral e obras recomendadas, visando estimular a criatividade e promover o gosto pela leitura.","Sun, 12 May 2024 12:38:00 GMT","3"
"Esteban Gerling","https://github.com/egerling/Analise_Sentimento_de_Redes_Sociais","Este projeto captura o pulso da internet em tempo real!  Utilizando a API do Twitter, coletamos tweets sobre um tópico específico e, em seguida, desvendamos os sentimentos por trás das palavras com a poderosa API do Google Generative AI.  Visualizações intuitivas revelam as flutuações do sentimento ao longo do tempo, permitindo que você monitore tendências, reações a eventos e muito mais.  Ideal para: Acompanhando a percepção pública sobre marcas, produtos ou personalidades. Monitorando crises e gerenciando a reputação online. Entendendo as reações a campanhas de marketing ou eventos importantes. Construído com: Python Google Generative AI API Tweepy Matplotlib Explore o código, os resultados e mergulhe no mundo da análise de sentimentos! ","Sun, 12 May 2024 12:40:00 GMT","2"
"Newton","https://github.com/nrghiraldelli/ImersaoAlura/tree/main","Projeto voltado a informar ações de primeiros socorros conforme solictação do usuário. Após obter a informação pode infomrar o CEP que se encontra para buscar os hospitais na proximidade","Sun, 12 May 2024 12:42:00 GMT","3"
"lucas gabriel","https://github.com/Lucas836-hub/projeto-imersao-goolura/","Desenvolvido durante a imersão IA de parceria do google + alura + FIAP, Este projeto basicamente é um utilitario para auxiliar no dia a dia podendo criar trechos de códigos, dicas para estilos , ideias , problemas matemáticos e afins Mesmo em modo terminal é extremamente fácil de usar, apelidado carinhosamente de golura é um projeto com muito potencial de expanção e futuramente terá uma interface gráfica,espero que apreciem e usem com sabedoria","Sun, 12 May 2024 12:42:00 GMT","2"
"Robson da Motta","https://github.com/RDMotta/ExampleGemini","Suporte para documentações","Sun, 12 May 2024 12:44:00 GMT","2"
"Claudio de Souza Cornelio","https://github.com/claudio-cornelio/Alura_Gemini/tree/main","A integração com a API do Gemini permite automatizar e otimizar processos, possibilitando maior eficiência e precisão na comunicação de suas necessidades para o sistema Gemini. Nesse projeto, você encontrará uma forma de facilitar a interação entre um usuário comum e o Gemini, intermediando através de prompts uma maneira mais objetiva para conseguir alcançar os resultados esperados e, se necessário, como o usuário poderá contatar a Central de Atendimento da sua organização para suporte adicional.","Sun, 12 May 2024 12:44:00 GMT","2"
"Victor Cunha","https://github.com/Victorcm079/CinefilAI/tree/main","Sexta-feira à noite e você não sabe o que assistir? Nunca mais! O CinefilAI recomenda filmes de acordo com parâmetros fornecidos pelo usuário (Ex. Comédia, Adam Sandler, Anos 2000, Atores britânicos). As recomendações trazem várias informações, como Gênero, Ano de Lançamento, Sinopse, Atores Principais e até mesmo onde assistir ao filme! Descubra seu próximo filme favorito com o CinefilAI!","Sun, 12 May 2024 12:45:00 GMT","11"
"Ilton Dias","https://github.com/Ilton-Dias/Chat_YL/blob/main/ProgPy_Audiodescricao.ipynb","#Programa Python para audiodescrição de imagens com Gemini Pro #Este programa usa a API da Gemini Pro para gerar a audiodescrição de imagens, auxiliando pessoas cegas ou com baixa visão. #Observações importantes: • Este código é uma demonstração e precisa ser adaptado para integrar com a API da Gemini Pro e um sistema de banco de dados. • Você precisará substituir SUA_CHAVE_API pelo seu token de acesso da API da Gemini Pro. • A integração com o banco de dados dependerá da sua estrutura de dados e requer código adicional. Pode ocorrer erros na conexão com API do Google.","Sun, 12 May 2024 12:45:00 GMT","2"
"Wagner Correa Cardoso","https://github.com/WagnerCorrey/Aula_pratica_Alura_Google.git","Este projeto desenvolve um chatbot interativo no Instagram chamado VerdadeClimática, com o objetivo de combater a desinformação sobre mudanças climáticas e desmistificar teorias da conspiração. O chatbot utiliza técnicas de processamento de linguagem natural (PNL), embeddings de texto e um banco de dados de informações confiáveis para fornecer respostas precisas e relevantes às perguntas dos usuários.","Sun, 12 May 2024 12:45:00 GMT","2"
"Darla Garcia","https://github.com/darlagalves/Chris_ChatBot_RH.git","ChatBot de RH com IA com nome de Chris, uma ferramenta impulsionada pela inteligência artificial do Google Gemini. Este chatbot inovador oferece uma abordagem intuitiva e moderna para aprimorar currículos. Com sua capacidade de analisar currículos por imagem, identificar habilidades-chave e fornecer sugestões personalizadas. Além disso, oferece esclarecimentos sobre dúvidas comuns relacionadas a carreira e processos seletivos. Através de uma interface amigável no Streamlit, esta solução é acessível a todos os usuários em busca de oportunidades profissionais.","Sun, 12 May 2024 12:46:00 GMT","2"
"Renato Silva Alves","https://github.com/RenattoAlvez/Projeto-Final-da-Imers-o-em-IA-da-Alura-e-Google.-Aula-04-05","Sou professor de Matemática e estudante de Ciências Contábeis e vendo a dificuldade que alguns alunos tem em aprender equações do 2º grau crie esse Chatbot que usa uma IA para resolve e explicar o passo a passo da resolução destas equações em segundos para o aluno. Para criar o prompt do python eu pedir a Gemini para fazer depois de ter detalhado como queria que o Chatbot se comportasse.","Sun, 12 May 2024 12:46:00 GMT","3"
"Héber Stavrakas Gaipo","https://github.com/Heber-Stavrakas-Gaipo/Projeto-Alura-Imersao-IA","Projeto destinado a participar do concurso de projetos da Imersão Alura + Google. O objetivo do projeto, utilizando o Gemini IA, é servir como quiz para estudo e aprender curiosidades sobre os países do mundo.","Sun, 12 May 2024 12:48:00 GMT","2"
"José Ricardo Barreiros","https://github.com/jrbarreiros/chatbraille/tree/main","ChatBraille - Este projeto foi inspirado na Imersão de Gen AI da Alura e no Projeto Social Enxergando o Futuro https://enxergandoofuturo.com.br/, onde sou volutário e disponibilizamos uma plataforma para o ensino do método Braille básico para pessoas com deficiência visual. Já impactamos a vida de mais de 400 pessoas através da nossa plataforma, atendendo alunos do Brasil, EUA, Cabo Verda, Suiça, Maçambique, Portugal entre outros.","Sun, 12 May 2024 12:49:00 GMT","2"
